id,age,genre,situation_familiale,niveau_numerique,code_postal,ville,date_inscription,frequence_visite
4313,27,M,marie,debutant,69592,Barbe-sur-Letellier,2025-07-10,regulier
4314,24,F,concubinage,intermediaire,65245,Robert,2025-06-06,occasionnel
4315,26,F,divorce,intermediaire,97328,Leclercq,2024-07-11,nouveau
4316,26,F,divorce,intermediaire,97151,Pascal,2024-04-22,occasionnel
4317,61,F,divorce,debutant,60662,Buisson,2025-05-12,regulier
4318,48,F,divorce,intermediaire,03143,Galletboeuf,2024-12-26,regulier
4319,53,M,celibataire,avance,57648,Sainte Édith-les-Bains,2024-07-05,nouveau
4320,77,F,divorce,debutant,04834,David,2024-04-22,regulier
4321,81,M,concubinage,avance,85593,Blanchet,2024-08-11,regulier
4322,81,M,divorce,debutant,82414,Masse,2024-12-25,nouveau
4323,23,F,veuf,avance,75882,Sainte Michelle,2023-08-20,occasionnel
4324,46,F,divorce,intermediaire,38234,Sainte Valentineboeuf,2025-04-01,regulier
4325,25,M,marie,intermediaire,62497,Bourdon,2024-02-22,occasionnel
4326,20,F,celibataire,avance,15206,Dupontboeuf,2023-10-09,nouveau
4327,52,M,veuf,intermediaire,43256,Gosselin,2023-08-29,nouveau
4328,35,M,celibataire,intermediaire,97180,Denis-sur-Blin,2024-06-09,occasionnel
4329,81,M,divorce,avance,97490,Saint Xavier,2023-12-01,occasionnel
4330,45,F,concubinage,avance,68523,Perrin,2024-07-27,nouveau
4331,41,F,concubinage,avance,21750,Didiernec,2025-03-28,regulier
4332,80,M,divorce,intermediaire,73980,Petitjean,2023-11-01,nouveau
4333,55,F,veuf,avance,50118,Martineau,2024-03-03,nouveau
4334,36,M,divorce,intermediaire,09431,Clercdan,2025-03-02,occasionnel
4335,41,M,celibataire,debutant,88769,Charles,2025-02-09,nouveau
4336,34,M,divorce,debutant,35358,Besnard,2024-12-31,nouveau
4337,55,F,concubinage,avance,46399,Leleu,2025-06-27,occasionnel
4338,58,F,marie,debutant,69383,Saint Lucy-les-Bains,2025-02-28,nouveau
4339,36,F,marie,intermediaire,48862,Brunel,2024-06-03,occasionnel
4340,39,M,concubinage,debutant,91754,Fabre,2025-03-07,regulier
4341,48,M,concubinage,debutant,97261,Lebrun-la-Forêt,2024-07-03,occasionnel
4342,54,F,veuf,intermediaire,22830,Sainte Lucydan,2024-01-09,regulier
4343,63,F,marie,intermediaire,07288,Lombard,2024-03-20,nouveau
4344,77,M,marie,avance,20708,Sainte Lucasdan,2024-10-30,occasionnel
4345,71,M,divorce,avance,35999,Grégoire,2023-10-06,regulier
4346,64,M,celibataire,intermediaire,27953,Marty,2024-08-04,occasionnel
4347,47,M,veuf,debutant,56261,Tanguy,2024-09-09,nouveau
4348,51,M,divorce,avance,87206,Guérin,2024-06-20,nouveau
4349,61,F,marie,intermediaire,50750,Benoit-les-Bains,2024-06-24,nouveau
4350,22,M,celibataire,debutant,08133,Sainte Laetitianec,2024-02-09,regulier
4351,26,M,divorce,debutant,29851,Pasquier,2023-07-26,regulier
4352,36,F,veuf,intermediaire,59763,Louis-les-Bains,2024-02-09,regulier
4353,19,M,concubinage,debutant,64236,Augernec,2023-08-04,regulier
4354,75,F,concubinage,intermediaire,74228,Lemonnier,2025-07-09,nouveau
4355,24,M,marie,debutant,12860,Humbertnec,2024-12-26,nouveau
4356,48,M,veuf,intermediaire,09177,Baronboeuf,2024-05-24,nouveau
4357,42,F,concubinage,debutant,29361,Sainte Amélie,2024-04-22,regulier
4358,77,M,veuf,debutant,04778,Sainte Alexandria,2025-07-07,occasionnel
4359,23,F,divorce,avance,89705,Auger-sur-Hebert,2025-01-01,nouveau
4360,39,F,celibataire,debutant,20534,Lemoine,2023-11-03,occasionnel
4361,34,F,marie,avance,52473,Fernandez,2025-04-13,nouveau
4362,59,F,divorce,debutant,67855,Meyer-sur-Laurent,2024-08-03,nouveau
4363,72,F,marie,avance,09518,Blondel-sur-Mer,2025-06-10,regulier
4364,61,F,marie,debutant,03987,Navarro,2024-06-01,occasionnel
4365,57,F,veuf,avance,69160,Leroy,2025-03-21,occasionnel
4366,24,F,celibataire,avance,64379,Fernandes-les-Bains,2023-07-24,regulier
4367,31,F,veuf,debutant,20870,MailletBourg,2024-12-23,occasionnel
4368,31,M,celibataire,debutant,10483,Foucherdan,2025-04-17,nouveau
4369,38,F,celibataire,intermediaire,55844,Hervé,2024-03-16,occasionnel
4370,30,F,marie,avance,81497,Bertrand-sur-Mer,2024-02-09,nouveau
4371,67,M,celibataire,avance,80607,Bouchetnec,2024-10-31,nouveau
4372,44,M,veuf,debutant,03218,Saint NoémiBourg,2024-10-16,nouveau
4373,48,F,celibataire,debutant,55847,Marchand,2024-03-31,nouveau
4374,56,F,veuf,intermediaire,51416,Sainte Capucine,2024-12-16,nouveau
4375,58,F,divorce,debutant,75964,Sainte Valentine,2023-11-14,nouveau
4376,84,F,marie,avance,81990,Clerc,2024-02-07,regulier
4377,43,M,celibataire,avance,44932,Sainte Théodore,2023-10-19,regulier
4378,53,F,concubinage,intermediaire,16513,Buisson,2024-12-22,nouveau
4379,18,M,veuf,avance,58117,Sainte Guillaumenec,2024-06-22,occasionnel
4380,28,F,divorce,debutant,05334,Marchand,2024-02-24,nouveau
4381,56,M,veuf,avance,02519,Sainte Thierry,2024-06-01,occasionnel
4382,18,F,divorce,intermediaire,69766,Hervé,2025-01-12,nouveau
4383,37,F,celibataire,avance,97370,Charles,2024-10-01,occasionnel
4384,52,F,marie,debutant,18330,Boulay,2025-02-21,regulier
4385,66,M,divorce,debutant,69174,MilletVille,2024-01-31,occasionnel
4386,24,F,veuf,debutant,97457,Saint Thibaut,2024-10-29,regulier
4387,84,M,concubinage,debutant,64968,Marion-sur-Mer,2024-10-26,nouveau
4388,75,M,celibataire,intermediaire,08170,Bruneldan,2023-10-25,regulier
4389,25,F,marie,avance,16982,Masse-sur-Mer,2024-05-26,regulier
4390,51,M,concubinage,intermediaire,47616,Breton-la-Forêt,2025-02-16,nouveau
4391,58,F,concubinage,intermediaire,14432,Pires,2023-10-24,regulier
4392,53,F,veuf,avance,80151,Legros,2024-03-21,occasionnel
4393,21,M,celibataire,avance,30957,Potier,2024-02-02,occasionnel
4394,73,F,concubinage,intermediaire,33255,Dupré,2024-11-02,regulier
4395,69,M,marie,intermediaire,97643,Sainte Olivie,2024-04-16,occasionnel
4396,58,F,concubinage,intermediaire,54378,Saint Éricdan,2024-11-22,regulier
4397,30,M,veuf,avance,37701,Grenier,2023-07-31,nouveau
4398,70,F,marie,intermediaire,90411,Sainte Lorraine-les-Bains,2025-05-05,regulier
4399,25,F,marie,intermediaire,79576,Breton,2024-10-28,regulier
4400,29,F,celibataire,intermediaire,94813,Valette,2023-10-24,nouveau
4401,30,M,concubinage,debutant,45743,Joseph,2025-01-20,regulier
4402,60,M,concubinage,debutant,60404,Massonnec,2024-07-20,nouveau
4403,30,M,celibataire,debutant,39321,Saint Adélaïdeboeuf,2024-05-04,occasionnel
4404,82,F,veuf,avance,45785,Berger,2024-10-21,occasionnel
4405,71,F,celibataire,intermediaire,26526,Saint Jacquelinedan,2024-03-25,regulier
4406,33,M,marie,debutant,17463,De Sousa-sur-Chrétien,2025-04-16,occasionnel
4407,62,M,celibataire,intermediaire,48590,Sainte Margotdan,2023-12-15,nouveau
4408,48,F,veuf,intermediaire,97498,Diazboeuf,2024-04-02,regulier
4409,54,M,marie,debutant,97370,Benardnec,2025-04-04,occasionnel
4410,42,F,veuf,avance,18211,Texier,2023-12-09,regulier
4411,53,M,divorce,avance,76431,Saint Margaud,2024-08-04,nouveau
4412,22,M,marie,debutant,04745,Sainte Julien-les-Bains,2024-06-09,nouveau
4413,34,F,veuf,intermediaire,34452,Sainte Anaïs-la-Forêt,2024-02-17,nouveau
4414,71,M,concubinage,debutant,79404,Sauvage,2023-07-25,nouveau
4415,27,M,veuf,debutant,82155,Samson-sur-Mahe,2024-10-11,regulier
4416,65,F,veuf,debutant,56773,Lesagedan,2024-04-08,occasionnel
4417,41,M,marie,debutant,92381,NormandVille,2023-11-05,occasionnel
4418,20,F,marie,debutant,28764,Gomes,2024-01-18,regulier
4419,48,M,veuf,intermediaire,59965,Colinnec,2024-07-26,occasionnel
4420,67,M,marie,avance,39798,Jeanboeuf,2024-05-06,occasionnel
4421,29,M,marie,debutant,46935,Bouvet-la-Forêt,2024-06-29,nouveau
4422,64,M,divorce,intermediaire,69722,Foucher-sur-Mer,2024-05-27,occasionnel
4423,73,F,marie,debutant,18416,LabbéBourg,2023-12-04,regulier
4424,54,F,concubinage,avance,43847,Raynaud,2023-11-29,nouveau
4425,58,M,divorce,avance,48933,Sainte JulienVille,2024-03-11,regulier
4426,45,M,concubinage,intermediaire,62906,Buisson-la-Forêt,2024-07-21,nouveau
4427,39,F,concubinage,avance,31773,Saint Christinedan,2024-01-02,regulier
4428,38,F,celibataire,debutant,55314,Martins,2025-07-07,regulier
4429,55,F,concubinage,debutant,43256,Lamy,2023-10-15,regulier
4430,66,F,celibataire,avance,08172,Rey-sur-Pottier,2023-12-21,regulier
4431,73,M,divorce,debutant,14506,Pierre,2023-09-25,nouveau
4432,26,M,celibataire,debutant,63973,Vincent,2023-12-02,occasionnel
4433,75,F,divorce,debutant,49522,Lefebvre,2025-01-23,regulier
4434,52,F,veuf,intermediaire,17416,Raymond,2025-02-04,regulier
4435,55,F,veuf,intermediaire,69122,Sainte Madeleine-la-Forêt,2023-11-02,regulier
4436,57,M,celibataire,intermediaire,43344,Michaud-sur-Pelletier,2024-10-09,occasionnel
4437,82,F,divorce,debutant,40979,Gilles-sur-Alexandre,2024-01-02,nouveau
4438,49,M,marie,avance,76416,Saint Arnaude,2024-02-19,nouveau
4439,65,F,celibataire,debutant,61290,LedouxBourg,2024-07-15,nouveau
4440,82,F,marie,intermediaire,75728,Malletnec,2023-11-15,nouveau
4441,37,F,divorce,intermediaire,79806,Saint Alphonse,2023-09-30,regulier
4442,76,M,divorce,debutant,81447,Sainte Michelle,2025-06-13,occasionnel
4443,35,M,divorce,debutant,94968,Sainte Arthurboeuf,2023-08-08,regulier
4444,61,F,divorce,avance,69995,Dumont-la-Forêt,2023-11-14,occasionnel
4445,49,F,marie,avance,75733,Gauthier,2023-09-07,regulier
4446,57,M,marie,intermediaire,73521,Sainte Henrinec,2025-04-07,regulier
4447,18,M,concubinage,avance,45407,Samson,2023-12-26,occasionnel
4448,41,M,divorce,debutant,37599,Weissnec,2025-03-22,occasionnel
4449,83,M,concubinage,avance,93166,Saint Lucie-les-Bains,2025-03-11,occasionnel
4450,22,M,divorce,debutant,39161,Sainte Lorraineboeuf,2023-08-18,occasionnel
4451,35,M,celibataire,intermediaire,68948,Samson-la-Forêt,2024-05-11,nouveau
4452,69,M,concubinage,avance,75130,Lacombe,2024-12-08,occasionnel
4453,43,F,veuf,intermediaire,95204,Saint Aimée,2024-01-09,regulier
4454,77,F,divorce,intermediaire,94225,Klein,2025-04-19,nouveau
4455,69,M,divorce,debutant,18631,Menard,2025-06-11,nouveau
4456,52,M,divorce,debutant,20167,Chartier-sur-Mary,2025-05-28,regulier
4457,83,F,marie,avance,71885,Chauvet-sur-Reynaud,2024-04-30,regulier
4458,62,F,celibataire,debutant,97661,Loiseau,2025-05-16,nouveau
4459,60,M,celibataire,intermediaire,62880,Paul-les-Bains,2023-11-26,regulier
4460,58,F,marie,debutant,82472,Martineau,2024-03-22,regulier
4461,74,M,concubinage,avance,97248,ParentVille,2024-09-23,regulier
4462,31,M,marie,intermediaire,30796,Saint Lucie,2024-01-08,regulier
4463,22,M,veuf,avance,52277,Sainte Édouardboeuf,2023-11-10,occasionnel
4464,55,M,divorce,avance,50413,Bourdon,2024-11-01,regulier
4465,46,M,veuf,avance,30270,Sainte Guillaume,2024-07-26,occasionnel
4466,46,M,divorce,intermediaire,75638,Saint Anne-les-Bains,2025-06-27,occasionnel
4467,40,F,marie,debutant,53585,Guillet-sur-Nguyen,2024-06-23,nouveau
4468,41,F,concubinage,avance,31453,Bailly,2025-04-03,regulier
4469,42,F,divorce,avance,34662,Wagner,2024-10-30,regulier
4470,72,F,marie,avance,44881,Brunet,2025-06-25,regulier
4471,62,M,veuf,avance,28988,Navarro,2023-09-20,nouveau
4472,62,F,marie,intermediaire,74716,Launay,2024-04-15,occasionnel
4473,68,M,celibataire,debutant,35920,Saint Suzanne-sur-Mer,2024-01-14,nouveau
4474,20,M,celibataire,debutant,24628,Teixeira-sur-Moreau,2024-10-03,occasionnel
4475,32,M,divorce,avance,64530,Royer,2025-01-31,regulier
4476,33,M,celibataire,intermediaire,09616,Lemairedan,2025-06-17,regulier
4477,53,F,celibataire,debutant,63827,Launay,2025-05-22,occasionnel
4478,55,M,marie,debutant,11911,Sainte Philippinenec,2023-07-23,occasionnel
4479,45,M,concubinage,intermediaire,44176,HernandezVille,2025-02-23,occasionnel
4480,83,F,celibataire,debutant,79398,Garniernec,2023-10-17,regulier
4481,40,F,concubinage,avance,46211,Charrier,2025-04-08,occasionnel
4482,19,F,concubinage,intermediaire,77878,Rossi,2023-10-06,regulier
4483,66,F,marie,debutant,44904,BourdonVille,2024-01-12,regulier
4484,39,F,concubinage,intermediaire,16522,Riou-la-Forêt,2025-01-09,occasionnel
4485,34,M,celibataire,debutant,86943,Bourgeois,2025-02-01,occasionnel
4486,20,F,veuf,debutant,20129,Maréchal,2024-09-14,occasionnel
4487,83,F,veuf,intermediaire,84942,SauvageBourg,2025-05-31,regulier
4488,64,M,veuf,avance,04215,Goncalves,2025-04-22,nouveau
4489,34,M,marie,intermediaire,72437,Goncalves,2023-12-18,occasionnel
4490,56,M,divorce,avance,49714,Le Gall,2024-04-28,regulier
4491,46,F,marie,debutant,19714,Bouvet-sur-Maillot,2024-07-04,regulier
4492,51,M,marie,intermediaire,54962,Saint Gillesboeuf,2023-10-02,nouveau
4493,77,M,concubinage,avance,77583,Schneider,2024-09-14,occasionnel
4494,43,M,celibataire,debutant,97483,Goncalves,2025-05-28,nouveau
4495,83,M,celibataire,debutant,89594,Delannoy,2024-07-31,occasionnel
4496,63,M,marie,debutant,73793,Moreau,2024-03-24,regulier
4497,25,M,marie,intermediaire,69933,Saint Célina-les-Bains,2024-12-15,nouveau
4498,70,M,marie,intermediaire,49569,Robin-sur-Mer,2024-08-09,regulier
4499,55,F,celibataire,intermediaire,79718,Dupuy-sur-Gomez,2024-09-12,nouveau
4500,71,F,divorce,avance,52353,Gaudin-sur-Leleu,2025-02-09,nouveau
4501,32,F,marie,debutant,42366,Fontaine,2023-12-24,occasionnel
4502,67,F,veuf,avance,19300,Maury-les-Bains,2024-03-05,nouveau
4503,61,F,veuf,intermediaire,33530,Saint Célineboeuf,2024-11-18,occasionnel
4504,84,F,divorce,avance,70719,Le Roux,2025-02-11,regulier
4505,46,M,divorce,intermediaire,48959,Sainte Thomas,2025-06-25,nouveau
4506,78,M,veuf,intermediaire,20692,Carpentier,2023-12-26,nouveau
4507,18,F,veuf,debutant,05834,Dumont,2025-04-14,occasionnel
4508,67,M,marie,avance,50479,Lainenec,2024-07-04,regulier
4509,56,M,concubinage,debutant,20830,Hebertnec,2023-10-24,nouveau
4510,26,M,marie,avance,54768,Boucher,2025-05-12,occasionnel
4511,38,F,concubinage,debutant,97357,LefèvreVille,2023-08-03,occasionnel
4512,24,F,celibataire,avance,02106,BrunetVille,2024-11-28,occasionnel
4513,51,F,concubinage,debutant,29952,Collet-sur-Michaud,2024-04-24,nouveau
4514,31,M,veuf,intermediaire,97159,Étienne-sur-Jacques,2024-01-25,regulier
4515,67,F,concubinage,intermediaire,56842,Leblanc,2025-02-25,regulier
4516,35,F,veuf,intermediaire,17170,Saint Julie-la-Forêt,2025-04-14,regulier
4517,42,F,celibataire,debutant,14226,Marienec,2025-04-16,regulier
4518,20,F,divorce,avance,63387,Collet,2024-08-15,nouveau
4519,64,M,marie,intermediaire,88964,Danielnec,2024-03-01,regulier
4520,62,M,veuf,avance,29257,Le Roux-les-Bains,2024-10-18,regulier
4521,82,F,divorce,debutant,01811,Saint Christelle,2025-05-14,regulier
4522,74,M,divorce,debutant,88481,MilletVille,2025-06-26,occasionnel
4523,36,M,marie,debutant,20823,BerthelotBourg,2024-09-15,nouveau
4524,55,F,veuf,debutant,94631,Evrarddan,2025-07-16,regulier
4525,79,M,marie,avance,25948,Jacquetnec,2024-11-21,occasionnel
4526,20,M,veuf,avance,29340,LegendreVille,2024-07-01,occasionnel
4527,50,M,marie,avance,97348,Durand,2024-08-17,nouveau
4528,82,F,celibataire,avance,28462,Saint Madeleinenec,2025-05-08,occasionnel
4529,49,F,marie,avance,89577,Bigot,2025-02-11,nouveau
4530,26,F,concubinage,intermediaire,69585,Weissdan,2024-03-31,occasionnel
4531,84,M,marie,avance,97367,Marie,2024-03-12,nouveau
4532,76,F,veuf,intermediaire,97653,Lacombe-sur-Renard,2023-10-08,regulier
4533,18,F,celibataire,avance,97294,Berger,2024-12-10,nouveau
4534,28,F,veuf,debutant,08173,Pruvost,2024-06-30,regulier
4535,59,M,concubinage,avance,65138,Lévy,2024-07-26,regulier
4536,29,M,marie,avance,11650,Saint Michèlenec,2023-09-30,nouveau
4537,85,F,celibataire,intermediaire,50798,Huetnec,2024-03-22,nouveau
4538,57,F,celibataire,intermediaire,80942,Faivreboeuf,2024-10-11,nouveau
4539,55,M,veuf,intermediaire,89707,Coste-la-Forêt,2023-10-08,nouveau
4540,68,F,marie,debutant,64507,Olivierdan,2024-09-16,regulier
4541,43,M,celibataire,intermediaire,66929,Fouchernec,2024-07-08,occasionnel
4542,19,M,marie,debutant,42165,Jacobnec,2025-01-13,regulier
4543,83,M,veuf,debutant,35146,Saint Renéboeuf,2024-11-22,nouveau
4544,37,F,marie,avance,39665,Bouvier,2024-02-14,regulier
4545,34,F,celibataire,debutant,72743,Marchal,2023-11-01,regulier
4546,75,F,divorce,avance,71119,ValetteBourg,2023-10-07,occasionnel
4547,25,M,concubinage,avance,34992,Duhamel,2023-11-17,regulier
4548,39,F,veuf,avance,06671,Bruneaudan,2024-09-21,occasionnel
4549,51,M,concubinage,debutant,97248,Saint AmélieBourg,2024-03-28,nouveau
4550,35,F,celibataire,debutant,80273,Descamps,2024-12-31,nouveau
4551,32,F,veuf,intermediaire,86322,Simon,2024-02-09,occasionnel
4552,27,F,celibataire,intermediaire,83345,Fleury-sur-Alexandre,2023-12-15,nouveau
4553,79,F,marie,intermediaire,56896,Morin,2024-05-20,nouveau
4554,49,F,veuf,avance,19538,Saint Nathalie,2024-11-24,occasionnel
4555,38,F,celibataire,intermediaire,46272,Saint AlixVille,2024-10-25,nouveau
4556,68,F,veuf,intermediaire,50791,Fouquet-sur-Mer,2025-07-06,nouveau
4557,36,F,concubinage,debutant,37552,Pereira,2024-05-01,occasionnel
4558,54,M,veuf,avance,07300,Imbert,2024-09-09,regulier
4559,83,F,veuf,debutant,20693,PerretVille,2024-04-02,occasionnel
4560,56,F,celibataire,intermediaire,42955,Lamy,2023-09-10,regulier
4561,27,M,veuf,intermediaire,59761,Simon,2024-01-29,nouveau
4562,50,F,marie,intermediaire,42833,Sainte OlivierBourg,2023-08-13,nouveau
4563,45,M,divorce,intermediaire,94833,Guyot,2024-05-31,nouveau
4564,34,M,divorce,debutant,65660,Vidal,2023-11-12,regulier
4565,47,M,divorce,avance,12943,AlexandreVille,2024-06-03,occasionnel
4566,40,F,marie,intermediaire,27405,Pelletier-sur-Robert,2025-05-09,occasionnel
4567,59,F,celibataire,intermediaire,28934,Weiss,2025-03-26,regulier
4568,65,F,celibataire,intermediaire,54847,Charpentiernec,2024-02-13,nouveau
4569,21,M,concubinage,avance,72986,Jacobnec,2023-12-16,regulier
4570,47,F,marie,debutant,47443,Allard-sur-Guyot,2023-08-21,regulier
4571,71,M,celibataire,intermediaire,19698,Faure,2024-12-03,occasionnel
4572,50,M,celibataire,debutant,58773,Lucas,2024-12-25,occasionnel
4573,22,F,marie,intermediaire,03682,Rousset,2025-03-22,nouveau
4574,21,M,concubinage,avance,54934,Noël,2023-11-18,regulier
4575,48,M,marie,intermediaire,88495,Saint Gabriel,2023-09-09,nouveau
4576,61,M,concubinage,intermediaire,32669,Lucasboeuf,2023-12-19,regulier
4577,44,F,concubinage,avance,41530,Launaydan,2024-04-05,occasionnel
4578,46,F,veuf,debutant,90443,Perrot-les-Bains,2023-11-26,occasionnel
4579,34,F,divorce,intermediaire,06636,Sainte Jeannine-les-Bains,2024-12-12,occasionnel
4580,46,F,celibataire,avance,40257,Saint Eugène,2025-05-05,nouveau
4581,67,F,marie,intermediaire,45694,Meyer-les-Bains,2024-01-27,occasionnel
4582,54,F,marie,intermediaire,59913,Samson,2024-02-25,nouveau
4583,57,F,concubinage,debutant,82930,Pascal-sur-Mer,2023-07-20,regulier
4584,34,F,concubinage,debutant,18136,Couturier,2023-12-18,regulier
4585,48,F,celibataire,avance,10856,Allain-sur-Bonnet,2024-10-24,regulier
4586,69,M,concubinage,avance,79601,Garcia,2024-12-20,regulier
4587,60,F,concubinage,debutant,72520,Sainte Alice,2024-08-27,nouveau
4588,77,M,celibataire,avance,65798,Barthelemy,2024-05-15,occasionnel
4589,64,M,divorce,avance,15672,Leblanc,2025-04-05,nouveau
4590,25,M,veuf,intermediaire,84362,LaunayVille,2023-08-20,nouveau
4591,50,F,divorce,intermediaire,64164,Saint Aimée,2023-09-03,nouveau
4592,33,F,concubinage,avance,40628,Delorme,2024-12-29,occasionnel
4593,39,M,veuf,debutant,23597,Lefebvre,2025-05-18,regulier
4594,72,F,marie,avance,20183,Moreno-sur-Nicolas,2024-09-08,regulier
4595,27,M,divorce,intermediaire,08952,Vaillant-sur-Mer,2024-01-10,occasionnel
4596,85,F,marie,intermediaire,20935,Diaz,2025-04-17,nouveau
4597,75,F,divorce,intermediaire,84271,Ledoux-sur-De Sousa,2024-02-23,occasionnel
4598,40,F,divorce,intermediaire,67180,Sainte Éléonore-les-Bains,2023-10-17,nouveau
4599,29,M,celibataire,debutant,85846,Lévêque,2025-01-24,regulier
4600,21,F,celibataire,debutant,22703,Merle-la-Forêt,2024-01-31,regulier
4601,61,F,celibataire,avance,82906,GarnierBourg,2024-02-05,occasionnel
4602,83,F,celibataire,intermediaire,40956,GrosBourg,2024-07-23,occasionnel
4603,68,F,veuf,avance,50194,Pineau,2024-11-20,occasionnel
4604,57,M,veuf,avance,97683,Weissdan,2024-08-09,regulier
4605,44,F,marie,intermediaire,32643,Pinto-sur-Charpentier,2023-11-19,occasionnel
4606,54,F,divorce,intermediaire,66290,Chrétien,2024-06-04,occasionnel
4607,71,M,celibataire,debutant,45983,Bazin-sur-Giraud,2023-08-20,nouveau
4608,77,M,veuf,intermediaire,48124,Chevallier-les-Bains,2024-07-10,regulier
4609,85,M,celibataire,avance,36238,Saint Jacqueline,2024-05-05,occasionnel
4610,50,M,veuf,avance,01749,JeanBourg,2023-09-07,occasionnel
4611,74,M,concubinage,avance,10825,Saint Marc-la-Forêt,2023-07-20,occasionnel
4612,82,M,veuf,debutant,30452,Fontaine,2023-10-09,occasionnel
4613,21,M,marie,intermediaire,54206,Saint Hélène,2024-07-12,nouveau
4614,50,F,marie,avance,40577,Gosselin,2025-07-13,regulier
4615,57,F,veuf,debutant,73282,Lopez-les-Bains,2023-09-04,regulier
4616,31,F,divorce,avance,08558,MeunierBourg,2024-09-02,occasionnel
4617,77,F,celibataire,intermediaire,86561,Hoareau,2025-04-16,nouveau
4618,44,F,divorce,intermediaire,42182,Antoine,2024-06-03,occasionnel
4619,53,F,concubinage,debutant,97234,Sanchez,2023-09-14,regulier
4620,72,F,concubinage,avance,23325,Hernandez,2025-01-23,regulier
4621,64,M,marie,intermediaire,80170,Guillot,2023-11-27,nouveau
4622,21,M,celibataire,intermediaire,50868,Saint Marcelle,2025-04-10,regulier
4623,38,M,marie,debutant,06300,Saint Hortenseboeuf,2024-02-17,regulier
4624,33,F,celibataire,intermediaire,57769,Sainte Maggie,2025-02-18,occasionnel
4625,24,M,concubinage,intermediaire,74617,Leclerc-la-Forêt,2024-05-30,regulier
4626,66,F,veuf,avance,54776,Bègue,2025-04-04,regulier
4627,21,M,veuf,avance,65126,Sainte Jeannine,2024-10-22,regulier
4628,57,F,marie,avance,33392,Morel,2023-12-25,regulier
4629,37,M,marie,debutant,86142,Saint Simonedan,2025-04-11,occasionnel
4630,42,F,marie,avance,60167,RaynaudBourg,2025-03-06,regulier
4631,40,F,concubinage,avance,41693,Delattre,2025-02-26,occasionnel
4632,73,F,celibataire,debutant,25828,Vallée,2025-05-03,regulier
4633,74,F,celibataire,debutant,53781,Texier-sur-Labbé,2024-08-04,regulier
4634,82,M,concubinage,intermediaire,26879,Lagardedan,2024-11-24,nouveau
4635,80,M,divorce,intermediaire,18347,Raymond,2024-04-09,occasionnel
4636,19,M,marie,avance,33843,Verdier,2024-10-11,occasionnel
4637,59,F,celibataire,debutant,20613,Picard,2023-10-13,occasionnel
4638,42,M,marie,avance,89906,Sainte Lorraine,2025-02-10,occasionnel
4639,47,M,divorce,debutant,41481,Teixeiradan,2024-01-16,regulier
4640,59,M,marie,intermediaire,59784,Diasboeuf,2024-09-29,nouveau
4641,57,M,divorce,avance,97442,Carlier-sur-Mer,2024-01-11,nouveau
4642,78,F,concubinage,intermediaire,17673,Boulanger,2025-07-17,regulier
4643,82,F,divorce,intermediaire,45247,Fournier-sur-Cousin,2025-03-06,occasionnel
4644,71,M,marie,debutant,60761,Fleury,2025-02-18,nouveau
4645,65,M,veuf,avance,08742,Saint David-sur-Mer,2024-09-25,nouveau
4646,37,F,marie,intermediaire,29106,Vallet,2024-01-11,occasionnel
4647,20,F,marie,avance,17977,Saint René,2024-10-19,occasionnel
4648,27,F,marie,debutant,16415,Saint Monique,2025-06-06,occasionnel
4649,54,F,marie,avance,77155,Payet,2025-03-09,nouveau
4650,75,M,celibataire,avance,97160,Dubois,2024-02-09,nouveau
4651,30,M,celibataire,debutant,20471,Sainte Constance,2024-09-02,regulier
4652,23,F,celibataire,intermediaire,05903,ReynaudVille,2025-01-31,regulier
4653,41,M,divorce,intermediaire,97497,Jacques,2024-06-27,regulier
4654,56,M,veuf,avance,33265,Mendès-les-Bains,2024-07-30,nouveau
4655,29,M,divorce,avance,88999,Sainte Mauricedan,2025-02-13,occasionnel
4656,80,F,concubinage,debutant,20261,Rodriguez-la-Forêt,2024-03-12,regulier
4657,20,M,celibataire,avance,12525,Sainte Lucy,2025-05-10,nouveau
4658,52,M,marie,debutant,20906,Lecoq-sur-François,2024-03-11,regulier
4659,48,M,concubinage,debutant,87311,Saint Laetitia,2025-06-17,occasionnel
4660,44,F,veuf,debutant,60289,Hardy-sur-Texier,2024-06-15,occasionnel
4661,27,M,concubinage,avance,59986,Sainte Éric,2024-05-03,occasionnel
4662,40,F,marie,intermediaire,25721,Tessier,2024-04-09,nouveau
4663,47,M,marie,intermediaire,61127,Verdier-sur-Mallet,2024-12-02,nouveau
4664,44,F,marie,debutant,10425,Peltierboeuf,2023-08-27,nouveau
4665,65,M,veuf,avance,64212,Dubois-la-Forêt,2024-06-15,regulier
4666,35,M,concubinage,debutant,35195,Moreau,2024-05-24,nouveau
4667,51,M,celibataire,avance,47254,Vallée-sur-Rossi,2023-11-28,regulier
4668,39,F,divorce,avance,51828,Martineau,2025-04-22,regulier
4669,18,F,veuf,avance,97611,Didier,2024-01-21,regulier
4670,72,M,celibataire,avance,84362,Sainte Noël,2024-09-24,nouveau
4671,77,F,concubinage,intermediaire,53691,Sainte JosetteVille,2024-11-20,occasionnel
4672,23,F,veuf,avance,31282,Thibault-la-Forêt,2024-08-08,regulier
4673,57,M,veuf,debutant,88891,Sainte Xavier,2024-06-28,nouveau
4674,85,M,veuf,debutant,52277,Sainte Guy-la-Forêt,2024-05-16,nouveau
