id,demande_id,temps_attente_minutes,heure_demande,jour_semaine,canal_utilise,priorite
11961,11961,14,18,mercredi,visio,faible
11962,11962,44,12,mercredi,visio,faible
11963,11963,3,17,jeudi,visio,faible
11964,11964,41,12,jeudi,telephone,faible
11965,11965,4,17,mardi,telephone,faible
11966,11966,11,17,lundi,numerique,normale
11967,11967,5,18,mercredi,telephone,urgente
11968,11968,10,15,mercredi,physique,normale
11969,11969,18,10,mardi,visio,urgente
11970,11970,15,16,lundi,physique,urgente
11971,11971,7,10,lundi,visio,faible
11972,11972,20,13,vendredi,telephone,faible
11973,11973,16,18,jeudi,visio,faible
11974,11974,9,10,mercredi,physique,normale
11975,11975,39,14,lundi,numerique,faible
11976,11976,32,14,lundi,physique,urgente
11977,11977,17,10,mardi,telephone,normale
11978,11978,8,10,mercredi,telephone,faible
11979,11979,8,9,mardi,visio,faible
11980,11980,6,18,mardi,numerique,urgente
11981,11981,19,15,mercredi,physique,normale
11982,11982,34,13,lundi,visio,urgente
11983,11983,34,12,jeudi,numerique,normale
11984,11984,16,9,mardi,numerique,normale
11985,11985,16,15,mardi,visio,faible
11986,11986,10,17,vendredi,telephone,normale
11987,11987,22,10,mercredi,telephone,normale
11988,11988,20,16,lundi,visio,normale
11989,11989,14,9,mardi,telephone,faible
11990,11990,24,9,lundi,telephone,urgente
11991,11991,13,18,mercredi,numerique,urgente
11992,11992,3,16,mardi,visio,faible
11993,11993,44,12,mercredi,visio,normale
11994,11994,10,10,vendredi,numerique,urgente
11995,11995,13,16,mercredi,physique,urgente
11996,11996,13,18,mercredi,physique,normale
11997,11997,41,14,mercredi,numerique,faible
11998,11998,5,16,vendredi,telephone,normale
11999,11999,17,8,mardi,visio,normale
12000,12000,32,13,mercredi,visio,faible
12001,12001,14,15,mercredi,numerique,urgente
12002,12002,5,18,jeudi,physique,faible
12003,12003,19,8,vendredi,telephone,faible
12004,12004,16,16,vendredi,visio,normale
12005,12005,43,13,lundi,telephone,urgente
12006,12006,15,11,mardi,physique,urgente
12007,12007,19,13,mardi,visio,urgente
12008,12008,18,15,mardi,visio,faible
12009,12009,10,10,mercredi,numerique,normale
12010,12010,40,12,mercredi,telephone,faible
12011,12011,14,9,mercredi,telephone,urgente
12012,12012,5,9,mercredi,numerique,faible
12013,12013,19,11,mardi,numerique,normale
12014,12014,12,8,lundi,numerique,faible
12015,12015,18,15,lundi,visio,urgente
12016,12016,38,12,vendredi,visio,faible
12017,12017,13,11,mercredi,visio,normale
12018,12018,19,14,vendredi,visio,urgente
12019,12019,16,16,lundi,telephone,normale
12020,12020,6,10,jeudi,physique,urgente
12021,12021,35,13,lundi,numerique,faible
12022,12022,21,10,jeudi,physique,urgente
12023,12023,35,12,mercredi,physique,urgente
12024,12024,19,17,mardi,telephone,faible
12025,12025,30,14,lundi,visio,normale
12026,12026,7,18,vendredi,numerique,urgente
12027,12027,21,13,mercredi,telephone,normale
12028,12028,26,13,vendredi,physique,faible
12029,12029,22,12,jeudi,numerique,urgente
12030,12030,20,8,jeudi,telephone,normale
12031,12031,6,9,vendredi,physique,faible
12032,12032,33,12,jeudi,telephone,urgente
12033,12033,37,14,mercredi,numerique,normale
12034,12034,5,9,lundi,numerique,normale
12035,12035,6,9,mardi,physique,normale
12036,12036,14,11,lundi,numerique,normale
12037,12037,33,12,lundi,telephone,urgente
12038,12038,17,14,lundi,numerique,faible
12039,12039,10,9,mardi,visio,faible
12040,12040,8,10,jeudi,physique,urgente
12041,12041,39,14,vendredi,physique,urgente
12042,12042,37,12,mercredi,numerique,normale
12043,12043,21,9,jeudi,numerique,faible
12044,12044,18,15,jeudi,numerique,faible
12045,12045,20,8,mardi,telephone,faible
12046,12046,3,17,mercredi,telephone,urgente
12047,12047,12,15,lundi,physique,faible
12048,12048,19,15,lundi,numerique,urgente
12049,12049,14,18,mercredi,visio,faible
12050,12050,8,10,jeudi,physique,faible
12051,12051,13,10,jeudi,visio,faible
12052,12052,20,17,jeudi,visio,faible
12053,12053,19,16,lundi,numerique,faible
12054,12054,28,12,mardi,visio,urgente
12055,12055,19,16,lundi,numerique,urgente
12056,12056,45,13,lundi,numerique,faible
12057,12057,6,18,jeudi,telephone,normale
12058,12058,20,13,mardi,physique,normale
12059,12059,13,16,vendredi,telephone,urgente
12060,12060,35,12,lundi,visio,normale
12061,12061,17,11,vendredi,visio,normale
12062,12062,10,8,mardi,telephone,normale
12063,12063,17,9,vendredi,physique,normale
12064,12064,4,8,vendredi,telephone,faible
12065,12065,17,8,mardi,numerique,urgente
12066,12066,12,11,vendredi,numerique,normale
12067,12067,3,18,lundi,telephone,faible
12068,12068,9,16,mardi,numerique,faible
12069,12069,17,18,vendredi,numerique,faible
12070,12070,42,14,mardi,numerique,urgente
12071,12071,12,8,jeudi,numerique,normale
12072,12072,11,9,vendredi,physique,urgente
12073,12073,13,17,lundi,telephone,normale
12074,12074,31,13,mardi,telephone,urgente
12075,12075,20,9,mardi,visio,urgente
12076,12076,37,12,jeudi,physique,urgente
12077,12077,10,15,mardi,telephone,faible
12078,12078,13,16,vendredi,telephone,faible
12079,12079,10,10,jeudi,telephone,faible
12080,12080,17,18,mardi,physique,normale
12081,12081,24,9,vendredi,visio,normale
12082,12082,23,14,mercredi,physique,faible
12083,12083,15,17,mardi,visio,faible
12084,12084,20,14,lundi,telephone,urgente
12085,12085,20,12,mercredi,physique,faible
12086,12086,8,8,mardi,telephone,normale
12087,12087,9,9,mardi,telephone,urgente
12088,12088,16,16,jeudi,telephone,faible
12089,12089,12,15,mardi,physique,faible
12090,12090,10,10,mardi,visio,faible
12091,12091,11,17,mardi,visio,faible
12092,12092,34,14,lundi,telephone,faible
12093,12093,11,11,jeudi,visio,faible
12094,12094,20,14,jeudi,telephone,faible
12095,12095,22,9,mercredi,telephone,urgente
12096,12096,21,10,lundi,visio,normale
12097,12097,15,16,jeudi,telephone,faible
12098,12098,12,11,mercredi,numerique,faible
12099,12099,27,12,vendredi,physique,normale
12100,12100,17,14,mardi,visio,faible
12101,12101,27,12,vendredi,visio,faible
12102,12102,4,8,jeudi,physique,urgente
12103,12103,12,15,lundi,visio,urgente
12104,12104,27,13,jeudi,telephone,faible
12105,12105,14,10,mercredi,telephone,urgente
12106,12106,3,15,vendredi,physique,faible
12107,12107,9,8,mercredi,physique,urgente
12108,12108,20,12,mardi,numerique,faible
12109,12109,8,11,vendredi,visio,faible
12110,12110,10,15,mardi,physique,urgente
12111,12111,17,18,vendredi,numerique,faible
12112,12112,19,17,jeudi,physique,normale
12113,12113,40,12,mercredi,telephone,faible
12114,12114,17,9,jeudi,telephone,urgente
12115,12115,7,18,lundi,physique,faible
12116,12116,37,14,jeudi,telephone,normale
12117,12117,22,9,mercredi,physique,normale
12118,12118,13,10,vendredi,numerique,faible
12119,12119,6,15,lundi,telephone,urgente
12120,12120,15,16,jeudi,numerique,faible
12121,12121,16,18,vendredi,telephone,normale
12122,12122,6,15,mardi,telephone,faible
12123,12123,11,10,jeudi,visio,normale
12124,12124,33,12,jeudi,physique,faible
12125,12125,19,11,lundi,numerique,urgente
12126,12126,15,12,jeudi,physique,faible
12127,12127,15,15,mercredi,telephone,normale
12128,12128,8,16,vendredi,physique,urgente
12129,12129,23,11,jeudi,telephone,normale
12130,12130,12,16,vendredi,visio,normale
12131,12131,16,16,mardi,visio,urgente
12132,12132,38,14,lundi,visio,faible
12133,12133,7,15,mercredi,visio,faible
12134,12134,24,13,jeudi,telephone,normale
12135,12135,6,10,jeudi,telephone,normale
12136,12136,20,17,jeudi,physique,normale
12137,12137,4,8,mardi,visio,urgente
12138,12138,4,16,jeudi,visio,normale
12139,12139,9,11,jeudi,numerique,urgente
12140,12140,19,12,mardi,physique,urgente
12141,12141,20,11,lundi,telephone,faible
12142,12142,5,18,mercredi,numerique,urgente
12143,12143,7,15,lundi,telephone,normale
12144,12144,39,13,lundi,telephone,normale
12145,12145,5,16,mardi,numerique,urgente
12146,12146,36,13,mercredi,visio,normale
12147,12147,19,14,mardi,numerique,urgente
12148,12148,16,14,mercredi,numerique,faible
12149,12149,3,8,mercredi,physique,normale
12150,12150,8,11,mercredi,physique,normale
12151,12151,3,18,mercredi,telephone,urgente
12152,12152,24,14,vendredi,telephone,urgente
12153,12153,11,18,jeudi,telephone,urgente
12154,12154,21,13,mercredi,visio,urgente
12155,12155,10,16,vendredi,numerique,urgente
12156,12156,21,11,lundi,numerique,faible
12157,12157,11,9,lundi,visio,faible
12158,12158,23,11,lundi,visio,urgente
12159,12159,3,8,mardi,physique,urgente
12160,12160,13,11,mercredi,telephone,urgente
12161,12161,6,18,mercredi,numerique,normale
12162,12162,14,9,lundi,numerique,normale
12163,12163,15,16,vendredi,visio,normale
12164,12164,35,13,jeudi,visio,faible
12165,12165,36,13,mardi,numerique,urgente
12166,12166,22,10,lundi,visio,urgente
12167,12167,9,10,vendredi,visio,urgente
12168,12168,25,12,jeudi,visio,normale
12169,12169,17,18,lundi,physique,normale
12170,12170,42,13,mercredi,numerique,normale
12171,12171,26,13,lundi,visio,normale
12172,12172,13,10,mardi,numerique,normale
12173,12173,25,12,jeudi,numerique,urgente
12174,12174,18,18,jeudi,numerique,normale
12175,12175,8,8,jeudi,telephone,urgente
12176,12176,13,10,mercredi,telephone,normale
12177,12177,15,11,jeudi,numerique,normale
12178,12178,11,11,mercredi,numerique,normale
12179,12179,24,9,mardi,telephone,faible
12180,12180,5,17,lundi,numerique,faible
12181,12181,14,16,lundi,physique,urgente
12182,12182,36,13,mardi,telephone,urgente
12183,12183,18,12,jeudi,telephone,normale
12184,12184,16,16,lundi,physique,normale
12185,12185,7,17,lundi,numerique,urgente
12186,12186,16,10,mercredi,numerique,faible
12187,12187,21,10,mardi,physique,faible
12188,12188,18,8,mercredi,visio,urgente
12189,12189,15,9,vendredi,physique,urgente
12190,12190,8,16,mardi,telephone,urgente
12191,12191,13,18,jeudi,telephone,urgente
12192,12192,13,8,jeudi,physique,urgente
12193,12193,20,16,mercredi,physique,urgente
12194,12194,20,10,vendredi,physique,normale
12195,12195,18,12,lundi,telephone,normale
12196,12196,19,9,vendredi,numerique,normale
12197,12197,38,12,vendredi,numerique,normale
12198,12198,6,18,vendredi,telephone,urgente
12199,12199,22,10,lundi,numerique,faible
12200,12200,19,15,mercredi,telephone,urgente
12201,12201,40,13,vendredi,telephone,normale
12202,12202,30,12,lundi,physique,faible
12203,12203,16,10,lundi,telephone,normale
12204,12204,17,10,mardi,numerique,faible
12205,12205,17,11,mercredi,physique,normale
12206,12206,16,17,mardi,telephone,faible
12207,12207,12,15,vendredi,physique,faible
12208,12208,16,8,jeudi,visio,normale
12209,12209,23,13,vendredi,numerique,faible
12210,12210,18,9,lundi,numerique,faible
12211,12211,10,11,mardi,numerique,urgente
12212,12212,11,16,jeudi,physique,faible
12213,12213,17,14,jeudi,physique,urgente
12214,12214,5,9,mardi,numerique,faible
12215,12215,11,9,mercredi,telephone,urgente
12216,12216,10,16,mardi,telephone,normale
12217,12217,5,18,mardi,physique,faible
12218,12218,18,8,mercredi,visio,normale
12219,12219,20,16,mercredi,telephone,faible
12220,12220,11,11,mercredi,numerique,faible
12221,12221,21,9,vendredi,visio,normale
12222,12222,27,12,lundi,telephone,normale
12223,12223,9,9,jeudi,telephone,normale
12224,12224,9,18,vendredi,numerique,normale
12225,12225,23,14,mardi,physique,faible
12226,12226,25,10,lundi,visio,normale
12227,12227,15,10,mardi,physique,faible
12228,12228,20,9,vendredi,visio,normale
12229,12229,32,13,vendredi,numerique,urgente
12230,12230,15,8,lundi,physique,faible
12231,12231,19,10,vendredi,physique,faible
12232,12232,26,13,vendredi,telephone,normale
12233,12233,3,8,mercredi,visio,normale
12234,12234,12,15,jeudi,physique,normale
12235,12235,17,12,lundi,visio,urgente
12236,12236,9,15,mercredi,telephone,urgente
12237,12237,19,17,mardi,telephone,faible
12238,12238,16,10,lundi,physique,urgente
12239,12239,4,8,lundi,numerique,normale
12240,12240,13,15,vendredi,physique,faible
12241,12241,3,18,mercredi,telephone,normale
12242,12242,18,16,mercredi,numerique,faible
12243,12243,3,8,mardi,telephone,faible
12244,12244,13,9,mardi,visio,faible
12245,12245,13,8,mardi,telephone,normale
12246,12246,24,9,jeudi,telephone,faible
12247,12247,20,12,vendredi,telephone,urgente
12248,12248,7,18,lundi,numerique,normale
12249,12249,5,16,vendredi,visio,urgente
12250,12250,22,9,vendredi,numerique,faible
12251,12251,11,17,lundi,numerique,faible
12252,12252,30,13,mercredi,physique,urgente
12253,12253,16,9,vendredi,telephone,normale
12254,12254,10,15,mercredi,numerique,urgente
12255,12255,17,9,vendredi,physique,urgente
12256,12256,14,10,vendredi,physique,faible
12257,12257,7,18,lundi,telephone,faible
12258,12258,9,10,jeudi,telephone,normale
12259,12259,44,13,mercredi,telephone,normale
12260,12260,43,14,mardi,telephone,faible
12261,12261,16,16,mardi,numerique,faible
12262,12262,10,18,jeudi,telephone,normale
12263,12263,3,15,mercredi,numerique,urgente
12264,12264,29,14,lundi,visio,faible
12265,12265,9,17,vendredi,telephone,normale
12266,12266,6,8,jeudi,telephone,faible
12267,12267,41,12,mercredi,physique,urgente
12268,12268,3,8,jeudi,telephone,urgente
12269,12269,20,15,lundi,telephone,faible
12270,12270,18,10,mercredi,physique,faible
12271,12271,36,14,mercredi,numerique,faible
12272,12272,18,17,mercredi,telephone,normale
12273,12273,14,8,mercredi,physique,faible
12274,12274,25,13,mardi,telephone,normale
12275,12275,35,13,jeudi,telephone,urgente
12276,12276,18,14,vendredi,visio,urgente
12277,12277,16,9,lundi,physique,faible
12278,12278,7,10,mercredi,physique,normale
12279,12279,10,9,mercredi,physique,normale
12280,12280,11,17,mercredi,numerique,faible
12281,12281,27,13,vendredi,visio,urgente
12282,12282,13,15,jeudi,telephone,normale
12283,12283,7,10,vendredi,telephone,faible
12284,12284,13,15,mercredi,physique,urgente
12285,12285,11,18,mercredi,physique,urgente
12286,12286,41,12,jeudi,telephone,faible
12287,12287,9,10,mardi,visio,urgente
12288,12288,6,10,lundi,numerique,normale
12289,12289,4,18,mercredi,physique,faible
12290,12290,5,10,mercredi,visio,faible
12291,12291,14,17,mercredi,telephone,urgente
12292,12292,14,15,mardi,physique,faible
12293,12293,23,10,vendredi,telephone,urgente
12294,12294,13,15,mercredi,visio,urgente
12295,12295,12,17,vendredi,visio,faible
12296,12296,39,14,mardi,telephone,urgente
12297,12297,19,8,mardi,telephone,faible
12298,12298,5,11,lundi,numerique,faible
12299,12299,10,17,vendredi,visio,faible
12300,12300,34,13,mercredi,visio,urgente
12301,12301,17,14,vendredi,numerique,normale
12302,12302,17,16,jeudi,telephone,normale
12303,12303,25,11,vendredi,physique,urgente
12304,12304,5,17,vendredi,physique,faible
12305,12305,16,10,mardi,numerique,normale
12306,12306,7,18,lundi,numerique,urgente
12307,12307,15,12,mercredi,telephone,normale
12308,12308,15,16,vendredi,numerique,faible
12309,12309,39,14,jeudi,telephone,normale
12310,12310,31,12,mercredi,numerique,faible
12311,12311,36,13,mardi,physique,faible
12312,12312,7,8,mardi,physique,urgente
12313,12313,5,9,vendredi,visio,normale
12314,12314,31,12,jeudi,numerique,urgente
12315,12315,35,12,jeudi,numerique,urgente
12316,12316,15,8,lundi,numerique,normale
12317,12317,20,17,lundi,physique,faible
12318,12318,24,12,vendredi,physique,normale
12319,12319,21,14,lundi,telephone,urgente
12320,12320,19,8,lundi,numerique,urgente
12321,12321,23,14,mardi,telephone,urgente
12322,12322,15,11,jeudi,physique,urgente
12323,12323,12,11,vendredi,telephone,urgente
12324,12324,18,18,mardi,telephone,normale
12325,12325,7,16,vendredi,telephone,normale
12326,12326,5,17,lundi,visio,faible
12327,12327,24,9,mercredi,numerique,normale
12328,12328,44,13,mardi,numerique,urgente
12329,12329,18,15,lundi,physique,normale
12330,12330,5,9,vendredi,telephone,normale
12331,12331,15,18,vendredi,physique,faible
12332,12332,25,14,jeudi,visio,faible
12333,12333,9,16,vendredi,physique,faible
12334,12334,13,11,vendredi,visio,faible
12335,12335,28,13,vendredi,telephone,faible
12336,12336,14,8,mardi,numerique,normale
12337,12337,15,11,vendredi,physique,normale
12338,12338,5,11,vendredi,numerique,urgente
12339,12339,20,15,mercredi,telephone,normale
12340,12340,22,14,mercredi,numerique,normale
12341,12341,39,12,lundi,telephone,normale
12342,12342,10,9,jeudi,telephone,normale
12343,12343,11,18,jeudi,numerique,normale
12344,12344,14,9,jeudi,telephone,faible
12345,12345,25,11,jeudi,numerique,urgente
12346,12346,24,9,vendredi,visio,faible
12347,12347,5,8,mercredi,visio,faible
12348,12348,11,11,vendredi,physique,urgente
12349,12349,9,10,lundi,telephone,normale
12350,12350,10,9,jeudi,numerique,urgente
12351,12351,9,16,lundi,numerique,urgente
12352,12352,8,17,mardi,numerique,urgente
12353,12353,9,15,mardi,physique,urgente
12354,12354,10,15,vendredi,physique,urgente
12355,12355,17,18,lundi,telephone,normale
12356,12356,29,12,mercredi,visio,faible
12357,12357,22,9,mardi,visio,normale
12358,12358,5,18,mercredi,physique,normale
12359,12359,17,16,mardi,visio,urgente
12360,12360,36,13,lundi,visio,faible
12361,12361,16,12,vendredi,physique,urgente
12362,12362,16,10,lundi,physique,faible
12363,12363,32,14,jeudi,visio,normale
12364,12364,17,15,mercredi,visio,normale
12365,12365,14,17,lundi,numerique,faible
12366,12366,5,10,vendredi,visio,normale
12367,12367,18,17,vendredi,telephone,normale
12368,12368,15,12,vendredi,visio,faible
12369,12369,21,13,jeudi,visio,normale
12370,12370,15,16,mercredi,numerique,urgente
12371,12371,41,13,vendredi,visio,normale
12372,12372,38,12,mardi,numerique,normale
12373,12373,10,10,lundi,telephone,faible
12374,12374,44,12,mercredi,visio,urgente
12375,12375,18,8,mardi,visio,urgente
12376,12376,3,17,lundi,numerique,normale
12377,12377,14,10,mardi,visio,normale
12378,12378,37,14,mercredi,telephone,urgente
12379,12379,12,15,jeudi,visio,normale
12380,12380,13,18,mercredi,telephone,normale
12381,12381,7,15,jeudi,numerique,urgente
12382,12382,11,18,lundi,numerique,urgente
12383,12383,5,10,mercredi,numerique,faible
12384,12384,6,18,jeudi,visio,faible
12385,12385,43,13,mercredi,numerique,faible
12386,12386,11,9,jeudi,numerique,urgente
12387,12387,9,18,vendredi,visio,faible
12388,12388,15,8,mercredi,visio,faible
12389,12389,19,12,lundi,physique,normale
12390,12390,9,10,jeudi,numerique,normale
12391,12391,22,10,lundi,physique,faible
12392,12392,21,11,vendredi,physique,normale
12393,12393,12,10,vendredi,telephone,normale
12394,12394,7,8,mercredi,physique,normale
12395,12395,7,8,mercredi,physique,faible
12396,12396,14,9,lundi,numerique,normale
12397,12397,11,16,jeudi,physique,urgente
12398,12398,6,17,vendredi,telephone,faible
12399,12399,10,8,mercredi,numerique,faible
12400,12400,17,13,jeudi,visio,faible
12401,12401,15,9,vendredi,numerique,faible
12402,12402,10,9,jeudi,numerique,normale
12403,12403,3,16,lundi,numerique,normale
12404,12404,19,17,mercredi,visio,normale
12405,12405,22,13,mardi,numerique,faible
12406,12406,13,18,lundi,telephone,faible
12407,12407,14,16,mercredi,visio,urgente
12408,12408,33,14,mardi,numerique,urgente
12409,12409,12,16,mercredi,visio,normale
12410,12410,7,15,mercredi,numerique,faible
12411,12411,16,11,lundi,telephone,faible
12412,12412,5,17,lundi,physique,urgente
12413,12413,20,11,jeudi,telephone,normale
12414,12414,7,15,jeudi,telephone,normale
12415,12415,20,16,vendredi,telephone,urgente
12416,12416,16,14,jeudi,numerique,normale
12417,12417,16,17,mardi,visio,urgente
12418,12418,24,10,jeudi,visio,normale
12419,12419,10,11,jeudi,visio,normale
12420,12420,20,8,vendredi,physique,urgente
12421,12421,9,17,vendredi,telephone,faible
12422,12422,17,10,jeudi,telephone,normale
12423,12423,34,14,mercredi,numerique,normale
12424,12424,23,11,mercredi,physique,normale
12425,12425,17,15,mardi,physique,normale
12426,12426,6,15,lundi,numerique,normale
12427,12427,9,18,mercredi,telephone,normale
12428,12428,27,12,vendredi,telephone,faible
12429,12429,18,18,vendredi,telephone,faible
12430,12430,14,10,jeudi,physique,normale
12431,12431,7,16,lundi,telephone,normale
12432,12432,9,15,mardi,numerique,faible
12433,12433,20,11,vendredi,telephone,normale
12434,12434,15,11,mardi,visio,normale
12435,12435,23,9,vendredi,telephone,urgente
12436,12436,11,9,lundi,physique,normale
12437,12437,30,14,lundi,physique,normale
12438,12438,7,15,lundi,physique,normale
12439,12439,23,13,mardi,physique,normale
12440,12440,25,11,mardi,numerique,normale
12441,12441,12,16,lundi,numerique,faible
12442,12442,7,16,mercredi,physique,faible
12443,12443,7,10,mardi,numerique,normale
12444,12444,35,13,mercredi,visio,faible
12445,12445,4,17,mercredi,physique,urgente
12446,12446,13,10,mardi,visio,faible
12447,12447,15,16,vendredi,visio,faible
12448,12448,15,10,vendredi,visio,urgente
12449,12449,9,17,lundi,telephone,faible
12450,12450,12,9,jeudi,physique,normale
12451,12451,11,11,lundi,visio,urgente
12452,12452,15,16,mardi,physique,faible
12453,12453,24,11,jeudi,physique,normale
12454,12454,15,11,mardi,physique,faible
12455,12455,23,12,jeudi,physique,faible
12456,12456,14,16,vendredi,visio,urgente
12457,12457,15,14,vendredi,numerique,normale
12458,12458,18,16,mercredi,visio,faible
12459,12459,6,9,lundi,visio,normale
12460,12460,29,14,mercredi,physique,normale
12461,12461,32,13,vendredi,telephone,normale
12462,12462,36,12,lundi,visio,normale
12463,12463,9,16,mardi,telephone,normale
12464,12464,30,13,jeudi,visio,urgente
12465,12465,16,15,jeudi,visio,urgente
12466,12466,6,16,lundi,numerique,faible
12467,12467,15,13,vendredi,physique,faible
12468,12468,45,12,jeudi,physique,faible
12469,12469,8,17,jeudi,physique,normale
12470,12470,18,11,jeudi,numerique,normale
12471,12471,27,14,lundi,numerique,urgente
12472,12472,39,12,jeudi,telephone,normale
12473,12473,11,18,vendredi,numerique,faible
12474,12474,18,8,mardi,visio,urgente
12475,12475,19,8,jeudi,physique,normale
12476,12476,11,10,jeudi,numerique,faible
12477,12477,21,9,lundi,numerique,urgente
12478,12478,44,13,jeudi,visio,faible
12479,12479,26,12,vendredi,telephone,faible
12480,12480,44,13,mercredi,visio,faible
12481,12481,14,17,lundi,visio,urgente
12482,12482,19,11,mercredi,physique,normale
12483,12483,9,10,mardi,numerique,urgente
12484,12484,25,13,mercredi,visio,normale
12485,12485,20,12,vendredi,telephone,normale
12486,12486,13,10,mercredi,visio,urgente
12487,12487,13,11,mardi,visio,faible
12488,12488,10,17,jeudi,numerique,normale
12489,12489,8,16,mercredi,telephone,normale
12490,12490,4,8,lundi,physique,urgente
12491,12491,13,10,jeudi,visio,urgente
12492,12492,25,9,vendredi,physique,faible
12493,12493,17,8,lundi,numerique,normale
12494,12494,16,14,lundi,numerique,normale
12495,12495,15,17,mardi,telephone,urgente
12496,12496,8,16,mercredi,telephone,faible
12497,12497,3,8,mardi,telephone,urgente
12498,12498,26,13,mercredi,physique,faible
12499,12499,4,15,lundi,physique,faible
12500,12500,4,17,mardi,telephone,faible
12501,12501,40,13,jeudi,telephone,urgente
12502,12502,9,11,mardi,visio,faible
12503,12503,20,8,lundi,physique,normale
12504,12504,6,15,lundi,visio,urgente
12505,12505,10,16,lundi,numerique,normale
12506,12506,8,17,vendredi,telephone,normale
12507,12507,3,18,lundi,physique,urgente
12508,12508,18,8,mardi,telephone,faible
12509,12509,10,10,mardi,physique,faible
12510,12510,15,13,mardi,visio,normale
12511,12511,19,18,lundi,physique,faible
12512,12512,22,14,mardi,physique,normale
12513,12513,8,16,lundi,numerique,faible
12514,12514,17,13,mardi,numerique,urgente
12515,12515,5,18,mercredi,visio,urgente
12516,12516,25,14,mardi,physique,urgente
12517,12517,20,8,jeudi,visio,normale
12518,12518,18,10,vendredi,numerique,normale
12519,12519,44,14,vendredi,physique,faible
12520,12520,10,18,lundi,visio,normale
12521,12521,9,17,vendredi,numerique,faible
12522,12522,12,15,vendredi,visio,urgente
12523,12523,45,13,mardi,telephone,normale
12524,12524,16,16,jeudi,visio,normale
12525,12525,13,10,lundi,visio,urgente
12526,12526,26,13,mardi,visio,faible
12527,12527,9,18,mercredi,telephone,normale
12528,12528,15,8,lundi,telephone,faible
12529,12529,9,17,mercredi,telephone,normale
12530,12530,19,17,vendredi,telephone,urgente
12531,12531,36,14,mercredi,numerique,urgente
12532,12532,10,8,lundi,telephone,normale
12533,12533,17,12,jeudi,numerique,urgente
12534,12534,4,16,lundi,physique,urgente
12535,12535,8,15,mardi,physique,normale
12536,12536,23,14,mardi,telephone,normale
12537,12537,16,16,mercredi,numerique,urgente
12538,12538,44,14,mercredi,numerique,faible
12539,12539,12,11,mercredi,physique,normale
12540,12540,10,18,lundi,telephone,urgente
12541,12541,11,15,vendredi,physique,normale
12542,12542,5,15,lundi,visio,faible
12543,12543,4,16,mardi,numerique,normale
12544,12544,7,18,lundi,visio,faible
12545,12545,18,17,mardi,telephone,urgente
12546,12546,12,17,lundi,visio,normale
12547,12547,7,18,mercredi,visio,urgente
12548,12548,12,15,mardi,physique,normale
12549,12549,14,9,vendredi,numerique,faible
12550,12550,15,11,jeudi,physique,normale
12551,12551,20,8,mardi,physique,urgente
12552,12552,9,10,mardi,telephone,faible
12553,12553,13,8,vendredi,physique,normale
12554,12554,4,8,mercredi,visio,normale
12555,12555,4,15,lundi,physique,urgente
12556,12556,17,16,mercredi,physique,urgente
12557,12557,12,9,lundi,telephone,urgente
12558,12558,19,16,vendredi,numerique,normale
12559,12559,30,12,jeudi,telephone,normale
12560,12560,15,16,vendredi,numerique,faible
12561,12561,44,12,mercredi,numerique,normale
12562,12562,30,14,mercredi,visio,urgente
12563,12563,24,11,mardi,numerique,normale
12564,12564,15,8,lundi,telephone,urgente
12565,12565,18,13,mercredi,numerique,urgente
12566,12566,16,17,lundi,physique,urgente
12567,12567,8,16,vendredi,telephone,normale
12568,12568,9,16,mardi,visio,urgente
12569,12569,25,14,jeudi,telephone,urgente
12570,12570,7,10,mardi,visio,urgente
12571,12571,17,18,mardi,numerique,faible
12572,12572,13,16,lundi,physique,faible
12573,12573,13,10,mercredi,visio,faible
12574,12574,5,11,mardi,visio,urgente
12575,12575,13,15,mardi,numerique,normale
12576,12576,18,15,mercredi,telephone,normale
12577,12577,9,10,lundi,visio,normale
12578,12578,7,16,mardi,numerique,urgente
12579,12579,5,10,lundi,telephone,urgente
12580,12580,16,16,jeudi,visio,normale
12581,12581,10,16,mardi,numerique,normale
12582,12582,5,10,mardi,numerique,normale
12583,12583,15,18,vendredi,visio,normale
12584,12584,18,16,lundi,telephone,normale
12585,12585,24,14,vendredi,telephone,urgente
12586,12586,14,18,jeudi,numerique,normale
12587,12587,8,9,jeudi,telephone,urgente
12588,12588,33,13,lundi,numerique,normale
12589,12589,12,8,vendredi,visio,normale
12590,12590,4,18,jeudi,telephone,normale
12591,12591,8,10,lundi,visio,normale
12592,12592,4,8,jeudi,visio,faible
12593,12593,24,14,lundi,telephone,normale
12594,12594,18,16,jeudi,physique,faible
12595,12595,44,12,lundi,physique,normale
12596,12596,19,9,mercredi,physique,normale
12597,12597,3,16,lundi,visio,urgente
12598,12598,33,12,vendredi,telephone,normale
12599,12599,5,18,lundi,numerique,urgente
12600,12600,12,10,lundi,telephone,normale
12601,12601,16,12,lundi,physique,faible
12602,12602,13,17,mardi,physique,urgente
12603,12603,30,12,jeudi,telephone,urgente
12604,12604,20,11,jeudi,numerique,normale
12605,12605,8,10,jeudi,numerique,faible
12606,12606,43,13,vendredi,numerique,normale
12607,12607,25,14,lundi,physique,urgente
12608,12608,33,12,lundi,numerique,faible
12609,12609,17,16,lundi,physique,urgente
12610,12610,9,9,lundi,physique,urgente
12611,12611,24,9,jeudi,numerique,normale
